arabic_word,english_word,source_id,confidence
هيركيكي,Huerequeque,48819.0,kaggle
هايزمان,Haseman,48820.0,kaggle
جانيك,Janek,48821.0,kaggle
جانيل,Janel,48822.0,kaggle
ادلوورث,Aldworth,48823.0,kaggle
ليبرت,Leppert,48824.0,kaggle
جيماتي,Giamatti,48825.0,kaggle
كوهين,Kuhn,48826.0,kaggle
كورمينيان,Kormnjan,48827.0,kaggle
نيكلاي,Nicole,48828.0,kaggle
يافن,Yavin,48829.0,kaggle
الكتيري,Alkitiri,48830.0,kaggle
خديدياتو,Khadidiatou,48831.0,kaggle
كانبوراغلو,Kanburoglu,48832.0,kaggle
ساندوايس,Sandweiss,48833.0,kaggle
دوساندير,Dussander,48834.0,kaggle
هيورهي,Heorhiy,48835.0,kaggle
تيفاريتي,Tifarati,48836.0,kaggle
روتشورو,Ruthshuru,48837.0,kaggle
لفادينز,Lavadenz,48838.0,kaggle
فرينت,Freinet,48839.0,kaggle
كيري,Kerey,48840.0,kaggle
ملبورن,Millburn,48841.0,kaggle
ماكولوم,Mccollum,48842.0,kaggle
كيري,Kerei,48843.0,kaggle
كيرن,Keren,48844.0,kaggle
دبرامو,Dabramo,48845.0,kaggle
بوندارشوك,Bondarchuk,48846.0,kaggle
تبولسكي,Tobolski,48847.0,kaggle
هالينبيرغ,Hallenberg,48848.0,kaggle
فلوريسا,Floriza,48849.0,kaggle
خيلفاشواري,Khelvachauri,48850.0,kaggle
زكرياس,Zacarias,48851.0,kaggle
مارجوري,Marjorie,48852.0,kaggle
ببرمان,Biberman,48853.0,kaggle
كيرواك,Kerouac,48854.0,kaggle
سافوري,Safouri,48855.0,kaggle
شاكمان,Sheckman,48856.0,kaggle
مويس,Moyes,48857.0,kaggle
موير,Moyer,48858.0,kaggle
كانتود,Kentwood,48859.0,kaggle
تانن,Tanen,48860.0,kaggle
فيليسي,Felicie,48861.0,kaggle
ليزونبو,Lisunbu,48862.0,kaggle
ساورن,Sauron,48863.0,kaggle
نابولس,Napoles,48864.0,kaggle
ريجي,Reggie,48865.0,kaggle
دونيل,Donnell,48866.0,kaggle
بالميري,Palmieri,48867.0,kaggle
كوزينتينو,Cosentino,48868.0,kaggle
غامكالي,Gamkalle,48869.0,kaggle
هانيتي,Hannity,48870.0,kaggle
لوبن,Lupin,48871.0,kaggle
لينستر,Leinster,48872.0,kaggle
سبيدل,Spiddal,48873.0,kaggle
تيننباوم,Tennenbaum,48874.0,kaggle
ارمنداريز,Armendariz,48875.0,kaggle
ليخياو,Lixiao,48876.0,kaggle
فايز,Fayiz,48877.0,kaggle
الهاشمي,Alhashimi,48878.0,kaggle
لوفتدينوف,Luftiddinov,48879.0,kaggle
فايا,Fayia,48880.0,kaggle
راججورو,Rajguru,48881.0,kaggle
بوليفر,Polliver,48882.0,kaggle
باركو,Barkow,48883.0,kaggle
مونتكلير,Montclair,48884.0,kaggle
كانيزارو,Canizarro,48885.0,kaggle
بغلان,Baghlan,48886.0,kaggle
باتاليا,Battaglia,48887.0,kaggle
سبيجنتي,Spegnetti,48888.0,kaggle
سيلينا,Selenia,48889.0,kaggle
كريسانثوبولوس,Chrysanthopoulos,48890.0,kaggle
موليسون,Mollison,48891.0,kaggle
كريتزر,Kretzer,48892.0,kaggle
درجيس,Dargis,48893.0,kaggle
ترايميثيا,Trimethia,48894.0,kaggle
سيدوروف,Siderov,48895.0,kaggle
جوارسكي,Jowarski,48896.0,kaggle
براسيل,Brassell,48897.0,kaggle
ستاينم,Steinem,48898.0,kaggle
رينسفورد,Rainsford,48899.0,kaggle
دونلينجر,Donlinger,48900.0,kaggle
سايبورغ,Cyborg,48901.0,kaggle
مكري,Macree,48902.0,kaggle
باستيان,Bastien,48903.0,kaggle
شيابارلي,Schiaparelli,48904.0,kaggle
اجابيتو,Agapito,48905.0,kaggle
سيرغيفتش,Sergeivitch,48906.0,kaggle
هوفكو,Hoffco,48907.0,kaggle
كريستوف,Kristoff,48908.0,kaggle
زيليندورف,Zehlendorf,48909.0,kaggle
هومليس,Hummels,48910.0,kaggle
واوكرا,Occra,48911.0,kaggle
هوفباور,Hufbauer,48912.0,kaggle
استورث,Asteroth,48913.0,kaggle
دوجو,Dogo,48914.0,kaggle
كالجور,Calgor,48915.0,kaggle
دريفوس,Dreyfuss,48916.0,kaggle
ساتفين,Sutphin,48917.0,kaggle
مانولي,Minoli,48918.0,kaggle
فرمان,Ferman,48919.0,kaggle
رابيلوتي,Rabellotti,48920.0,kaggle
غرغسبي,Grigsby,48921.0,kaggle
كيسينو,Quiceno,48922.0,kaggle
امجا,Amca,48923.0,kaggle
هاوسمان,Housman,48924.0,kaggle
بكيتي,Beketi,48925.0,kaggle
مكاوي,Makkawi,48926.0,kaggle
سيورا,Sciora,48927.0,kaggle
لامبسدورف,Lambsdorff,48928.0,kaggle
برديتا,Perdita,48929.0,kaggle
كويتكووسكي,Kwiatkowski,48930.0,kaggle
مازايكياي,Mazeikiai,48931.0,kaggle
فيسينجر,Fissinger,48932.0,kaggle
ممباسا,Mobasa,48933.0,kaggle
كيانزي,Kiyenzi,48934.0,kaggle
اندرسن,Andresen,48935.0,kaggle
ويتغراس,Wheatgrass,48936.0,kaggle
فاروقي,Farooque,48937.0,kaggle
ماخيتا,Makhetha,48938.0,kaggle
بونستيل,Bonesteel,48939.0,kaggle
ديلاغروس,Delgros,48940.0,kaggle
بوشاسنواسي,Bochasanwasi,48941.0,kaggle
تاوهكا,Tawahka,48942.0,kaggle
ملاندري,Melandri,48943.0,kaggle
اللويتس,Alouettes,48944.0,kaggle
كوروسكي,Korosuke,48945.0,kaggle
بيوهل,Buehl,48946.0,kaggle
فرانزيتا,Franzetta,48947.0,kaggle
جيبسن,Jibsen,48948.0,kaggle
دايلي,Daley,48949.0,kaggle
بيوك,Buyuk,48950.0,kaggle
ليدرير,Lederer,48951.0,kaggle
استريكس,Asterix,48952.0,kaggle
واوغون,Ogun,48953.0,kaggle
غالكايو,Galkaiyo,48954.0,kaggle
بانديوبادهاي,Bandyopadhyay,48955.0,kaggle
هازلين,Hazelien,48956.0,kaggle
ماشومو,Machumo,48957.0,kaggle
مانينا,Mammina,48958.0,kaggle
ماكبي,Mcbee,48959.0,kaggle
تكويلا,Tukwila,48960.0,kaggle
هيمبر,Humpr,48961.0,kaggle
كابا,Kabba,48962.0,kaggle
مازيكس,Mazeiks,48963.0,kaggle
بيشوم,Beechum,48964.0,kaggle
باغربور,Bagherpour,48965.0,kaggle
بارتهاس,Barthas,48966.0,kaggle
لوننغان,Lonnigan,48967.0,kaggle
هوكسنهيفن,Hoxenhaven,48968.0,kaggle
فتولا,Fotoula,48969.0,kaggle
كوتسيبولوس,Kotsiopulos,48970.0,kaggle
ميوتال,Mutal,48971.0,kaggle
ماكورميكس,Mccormicks,48972.0,kaggle
داكار,Dakkar,48973.0,kaggle
برغكامب,Bergkamp,48974.0,kaggle
جاروزوسكا,Jaroszewska,48975.0,kaggle
زالاغيرزيغ,Zalaegerszeg,48976.0,kaggle
خرازي,Kharrazi,48977.0,kaggle
ريسيكا,Rečica,48978.0,kaggle
برايلس,Pryles,48979.0,kaggle
ولونا,Wiluna,48980.0,kaggle
باهما,Bhima,48981.0,kaggle
رواتا,Rowata,48982.0,kaggle
باليستر,Ballister,48983.0,kaggle
نيواني,Nyowani,48984.0,kaggle
دوساماريب,Dhusamareb,48985.0,kaggle
بلوسكيوليك,Plusquellic,48986.0,kaggle
اندوبولس,Andopolis,48987.0,kaggle
وستري,Westray,48988.0,kaggle
ترانسكارباتيا,Transcarpathia,48989.0,kaggle
اناسيسير,Anasissier,48990.0,kaggle
براهيماج,Brahimaj,48991.0,kaggle
نابيير,Nappier,48992.0,kaggle
وينكلفوس,Winklevoss,48993.0,kaggle
فينبوجادوتير,Finnbogadottir,48994.0,kaggle
ميكرو,Mekrou,48995.0,kaggle
فيدي,Feddy,48996.0,kaggle
تريمبلي,Tremblay,48997.0,kaggle
ساليو,Saliou,48998.0,kaggle
غيرتي,Gerrity,48999.0,kaggle
نغوباندي,Ngoupande,49000.0,kaggle
ماهينشا,Mahecha,49001.0,kaggle
يونسوفا,Yunusova,49002.0,kaggle
ماندلسون,Mandelson,49003.0,kaggle
ميجيليتو,Miguelito,49004.0,kaggle
تالين,Tallinn,49005.0,kaggle
كوكورن,Kokuren,49006.0,kaggle
تاهوكي,Tahouake,49007.0,kaggle
كولينان,Cullinan,49008.0,kaggle
فيساماي,Phissamay,49009.0,kaggle
بانكفيراين,Bankverein,49010.0,kaggle
ميوربهانج,Mayurbhanj,49011.0,kaggle
وولر,Woller,49012.0,kaggle
جالماجامبيتوفا,Jalmagambetova,49013.0,kaggle
اسمورائي,Asmorai,49014.0,kaggle
ديمتريو,Demetrio,49015.0,kaggle
دوردوني,Dordogne,49016.0,kaggle
ديمتريس,Demetris,49017.0,kaggle
شوفر,Schofer,49018.0,kaggle
مورلي,Mulri,49019.0,kaggle
بروكر,Brooker,49020.0,kaggle
ريكير,Rhyker,49021.0,kaggle
كارمل,Carmel,49022.0,kaggle
مينغاشيفير,Mingachevir,49023.0,kaggle
غتهولد,Gotthold,49024.0,kaggle
اشينت,Achint,49025.0,kaggle
موني,Mooney,49026.0,kaggle
ماثيسـون,Matherson,49027.0,kaggle
مناصري,Mnasri,49028.0,kaggle
بريجيد,Brigid,49029.0,kaggle
كوركورن,Corcoran,49030.0,kaggle
اباندير,Abenader,49031.0,kaggle
بريجيت,Brigit,49032.0,kaggle
بورمان,Boorman,49033.0,kaggle
يوجين,Eugen,49034.0,kaggle
فيلنغيلي,Vilingili,49035.0,kaggle
لاوسفولت,Lauswolt,49036.0,kaggle
كليمنتي,Clemente,49037.0,kaggle
وندلاند,Wendland,49038.0,kaggle
مكروت,Mekerot,49039.0,kaggle
كليمنتي,Clementi,49040.0,kaggle
كليمنتس,Clements,49041.0,kaggle
فاندام,Vandamm,49042.0,kaggle
ميكائيل,Mikaail,49043.0,kaggle
مولمان,Mollmann,49044.0,kaggle
كادوكاموناي,Kadukkamunai,49045.0,kaggle
سولوفي,Solowey,49046.0,kaggle
ماركي,Markie,49047.0,kaggle
ناركهو,Narkhuu,49048.0,kaggle
فيلونوبسيس,Phalaenopsis,49049.0,kaggle
كورنفال,Cornival,49050.0,kaggle
دانداب,Dendup,49051.0,kaggle
انسيتف,Ancitef,49052.0,kaggle
ريميغيوز,Remigiusz,49053.0,kaggle
فادانيا,Vadaniya,49054.0,kaggle
فلوسي,Flossie,49055.0,kaggle
ميركوبرس,Mercopress,49056.0,kaggle
عبدولي,Abdoulie,49057.0,kaggle
فالنـزا,Valenza,49058.0,kaggle
واوميزو,Umezu,49059.0,kaggle
بالو,Baalu,49060.0,kaggle
لاروزا,Larosa,49061.0,kaggle
يوركلي,Yürekli,49062.0,kaggle
شيجياتشوانغ,Shijiazhuang,49063.0,kaggle
جانسون,Jansson,49064.0,kaggle
نوردفاجن,Nordvagen,49065.0,kaggle
باعلا,Baala,49066.0,kaggle
ماكلارينس,Mcclarens,49067.0,kaggle
سولو,Solow,49068.0,kaggle
سولو,Solou,49069.0,kaggle
ترافيت,Trevitt,49070.0,kaggle
لايفسلي,Lievesley,49071.0,kaggle
ميلدرث,Meldreth,49072.0,kaggle
سوسوديو,Sussudio,49073.0,kaggle
مانديلسون,Mendelsohn,49074.0,kaggle
كريبي,Creppy,49075.0,kaggle
رهمتبور,Rahmatpur,49076.0,kaggle
جيكوكس,Jaycocks,49077.0,kaggle
باباجابولوس,Papajapoulos,49078.0,kaggle
كنتابين,Kantaben,49079.0,kaggle
دامييس,Dameus,49080.0,kaggle
رنيان,Runyan,49081.0,kaggle
فرناندو,Fernando,49082.0,kaggle
خايليتشا,Khayelitsha,49083.0,kaggle
مالينكوف,Malankov,49084.0,kaggle
هوراكي,Hauraki,49085.0,kaggle
برينسيب,Princip,49086.0,kaggle
وفولفروم,Wolfrum,49087.0,kaggle
لورانا,Lauranna,49088.0,kaggle
جاكدن,Jackden,49089.0,kaggle
زابكو,Zeppco,49090.0,kaggle
هلتون,Hulton,49091.0,kaggle
نيلوفار,Niloufar,49092.0,kaggle
ماكفوي,Mcevoy,49093.0,kaggle
ماكبـي,Makabe,49094.0,kaggle
ليتلولف,Littlewolf,49095.0,kaggle
لامبارد,Lumbard,49096.0,kaggle
واوبانغي,Ubangi,49097.0,kaggle
ويوتاه,Utah,49098.0,kaggle
سالجينينكاي,Salcininkai,49099.0,kaggle
ترتيك,Tretiak,49100.0,kaggle
بلوانت,Balwant,49101.0,kaggle
هانيمان,Hannemann,49102.0,kaggle
وينسلوس,Wenceslaus,49103.0,kaggle
كوتشوك,Kucuk,49104.0,kaggle
ليمبو,Limppu,49105.0,kaggle
ماتشيم,Mitchum,49106.0,kaggle
شينيغوري,Shigenori,49107.0,kaggle
ريهي,Reihi,49108.0,kaggle
ندايتويكو,Ndayitwaeko,49109.0,kaggle
سهاد,Suhad,49110.0,kaggle
ارسيلورميتال,Arcelormittal,49111.0,kaggle
ساسكس,Sussex,49112.0,kaggle
كركوكي,Kerkuki,49113.0,kaggle
سولزبرغر,Sulzberger,49114.0,kaggle
تورينوفا,Torrenuova,49115.0,kaggle
مالاكيا,Malachia,49116.0,kaggle
نيلد,Nield,49117.0,kaggle
بيكوريللي,Pecorelli,49118.0,kaggle
موسامو,Mussamo,49119.0,kaggle
ماتونجا,Matunga,49120.0,kaggle
فينشي,Vinci,49121.0,kaggle
وورتسكي,Whoritsky,49122.0,kaggle
ليوان,Liyuan,49123.0,kaggle
بايمن,Paimon,49124.0,kaggle
تيميرفا,Timireva,49125.0,kaggle
تيلماري,Telmarine,49126.0,kaggle
شنايدرمان,Schneiderman,49127.0,kaggle
جيكويتنهونها,Jequitinhonha,49128.0,kaggle
تالين,Tallin,49129.0,kaggle
كاليماركس,Kalimarakis,49130.0,kaggle
بوديكا,Boudica,49131.0,kaggle
بلوغمان,Plougmann,49132.0,kaggle
روزرفيلد,Rozerfeld,49133.0,kaggle
شيخوبورا,Sheikhupura,49134.0,kaggle
يوناخا,Yonaha,49135.0,kaggle
يسبوف,Yusupov,49136.0,kaggle
كينسر,Kinser,49137.0,kaggle
دورفمان,Dorffman,49138.0,kaggle
جونوان,Junwon,49139.0,kaggle
مليسا,Melisa,49140.0,kaggle
تيناتشينقو,Tenancingo,49141.0,kaggle
لانغرر,Langrehr,49142.0,kaggle
ليبستز,Lipsitz,49143.0,kaggle
بيثلم,Bethlem,49144.0,kaggle
ماييغون,Maiyegun,49145.0,kaggle
تريكا,Tracia,49146.0,kaggle
كوندوتيري,Condottieri,49147.0,kaggle
بافورد,Burford,49148.0,kaggle
ابريكو,Appreku,49149.0,kaggle
ساستعيد,Sastaid,49150.0,kaggle
كريسي,Krissy,49151.0,kaggle
زيدل,Zidell,49152.0,kaggle
كوريغان,Corrigan,49153.0,kaggle
مونميرا,Munevera,49154.0,kaggle
جيونغ,Jaeyong,49155.0,kaggle
كييرا,Ciara,49156.0,kaggle
الارمينيين,Armenian,49157.0,kaggle
كونري,Connery,49158.0,kaggle
بنغا,Binga,49159.0,kaggle
هيدارا,Haidara,49160.0,kaggle
كاسمارس,Casamares,49161.0,kaggle
سلفيت,Salfit,49162.0,kaggle
كابولا,Kabulla,49163.0,kaggle
ليكويلي,Likwelile,49164.0,kaggle
جوستاسك,Justasec,49165.0,kaggle
باروككو,Barroco,49166.0,kaggle
سانكتورم,Sanctorum,49167.0,kaggle
غورغي,Gheorghe,49168.0,kaggle
فيلستد,Felsted,49169.0,kaggle
وايبي,Wybie,49170.0,kaggle
كيروفسكوي,Kirovskoye,49171.0,kaggle
مالارو,Molaro,49172.0,kaggle
راتينبيرغ,Rattenberg,49173.0,kaggle
سانغينيس,Sanguines,49174.0,kaggle
فاوري,Faurie,49175.0,kaggle
دونوفيتز,Donowitz,49176.0,kaggle
فريديبريك,Freddiebrek,49177.0,kaggle
نيكانس,Nickens,49178.0,kaggle
باساس,Passas,49179.0,kaggle
تيرلي,Turley,49180.0,kaggle
لباغليا,Lapaglia,49181.0,kaggle
بيتكو,Petuko,49182.0,kaggle
اتينو,Atieno,49183.0,kaggle
دستجردي,Dastjerdi,49184.0,kaggle
سالتافيرو,Saltaferou,49185.0,kaggle
هوسكنس,Hoskins,49186.0,kaggle
غلوموف,Gloumov,49187.0,kaggle
ماخايورا,Majayura,49188.0,kaggle
ديجيا,Degia,49189.0,kaggle
سماعيلي,Smaili,49190.0,kaggle
جزماوي,Jazmawy,49191.0,kaggle
لاتشهو,Lachho,49192.0,kaggle
بيوك,Büyük,49193.0,kaggle
ساسيتا,Saasita,49194.0,kaggle
كوماروف,Comaroff,49195.0,kaggle
موكتيسوما,Moctezuma,49196.0,kaggle
مهنوش,Mahnoush,49197.0,kaggle
ارندت,Arendt,49198.0,kaggle
ارندس,Arends,49199.0,kaggle
ويكسلاند,Wexland,49200.0,kaggle
فارتيانين,Vartiainen,49201.0,kaggle
فولكنر,Faulkner,49202.0,kaggle
دايلبيث,Daelbeth,49203.0,kaggle
غالمان,Gellman,49204.0,kaggle
ناجبور,Nagpur,49205.0,kaggle
ناسيروديين,Nacerodien,49206.0,kaggle
كوتس,Coats,49207.0,kaggle
جيراكي,Jarecki,49208.0,kaggle
تاكيرا,Tachira,49209.0,kaggle
ابوبكر,Aboubekr,49210.0,kaggle
ترابساني,Trabasani,49211.0,kaggle
كونفنسيون,Convencion,49212.0,kaggle
تدوارد,Tedward,49213.0,kaggle
براوكر,Brocker,49214.0,kaggle
انتوني,Antoine,49215.0,kaggle
شمعون,Shamon,49216.0,kaggle
اديلي,Adali,49217.0,kaggle
هوليداي,Holladay,49218.0,kaggle
باروساسيكو,Barusasieko,49219.0,kaggle
بهادبور,Pahadpur,49220.0,kaggle
كويشي,Koichi,49221.0,kaggle
بروديكس,Prodex,49222.0,kaggle
واوتس,Oates,49223.0,kaggle
داغرو,Dagrou,49224.0,kaggle
سينثيوسن,Sinthusen,49225.0,kaggle
رضوان,Redwan,49226.0,kaggle
كازنيا,Kasnia,49227.0,kaggle
ارلينجتون,Arlington,49228.0,kaggle
زيميتيا,Žemaitija,49229.0,kaggle
جنكلر,Jungler,49230.0,kaggle
فيبكي,Vibeke,49231.0,kaggle
ماكياس,Machias,49232.0,kaggle
دارمدي,Darmody,49233.0,kaggle
كريسي,Cressie,49234.0,kaggle
جانجلي,Junglee,49235.0,kaggle
نتاسا,Natasa,49236.0,kaggle
فلنسبورغ,Flensburg,49237.0,kaggle
رونزيتي,Ronzitti,49238.0,kaggle
بوجارتي,Bogarty,49239.0,kaggle
هاتشيبوكا,Hachipuka,49240.0,kaggle
موجيتو,Mojjito,49241.0,kaggle
بريدجيت,Bridget,49242.0,kaggle
اكرمان,Ackerman,49243.0,kaggle
فكتوريا,Viktoriia,49244.0,kaggle
مهاراجغونج,Maharajgunj,49245.0,kaggle
موميلو,Montmelo,49246.0,kaggle
اكوي,Akwei,49247.0,kaggle
سنوفيلد,Snowfield,49248.0,kaggle
دويلفر,Duelfer,49249.0,kaggle
الكاتراز,Alcatraaaz,49250.0,kaggle
ونثني,Unami,49251.0,kaggle
سنداك,Sendak,49252.0,kaggle
جوهانسون,Johanesson,49253.0,kaggle
واودومكساي,Oudomxay,49254.0,kaggle
تاسكوزا,Tascosa,49255.0,kaggle
تسليتش,Teslić,49256.0,kaggle
جنغريوس,Jongerius,49257.0,kaggle
كورتيكسوفان,Coretexiphan,49258.0,kaggle
كاسينيلي,Cassinelli,49259.0,kaggle
رامسلي,Ramsiey,49260.0,kaggle
فابيوس,Fabious,49261.0,kaggle
ديجيوفانا,Digiovanna,49262.0,kaggle
راينيش,Reinisch,49263.0,kaggle
دافبير,Duffbeer,49264.0,kaggle
ليكسوري,Lixouri,49265.0,kaggle
نهاريا,Nahariya,49266.0,kaggle
رايدن,Ryden,49267.0,kaggle
كوريـا,Korea,49268.0,kaggle
كيليت,Kellett,49269.0,kaggle
باكلي,Buckley,49270.0,kaggle
هيلوين,Hilweyne,49271.0,kaggle
ماكتاكو,Mctaco,49272.0,kaggle
تينزن,Tenzen,49273.0,kaggle
هامونا,Humina,49274.0,kaggle
كالستر,Callister,49275.0,kaggle
بادلامانتي,Badalamenti,49276.0,kaggle
ماونتبي,Mountby,49277.0,kaggle
كويسورين,Choisuren,49278.0,kaggle
بالامينتي,Badalamente,49279.0,kaggle
جيسبا,Jezba,49280.0,kaggle
كانياوالي,Kaniawali,49281.0,kaggle
رايتيرر,Reiterer,49282.0,kaggle
لايدل,Lydell,49283.0,kaggle
شاكبر,Schapker,49284.0,kaggle
كلاس,Klaas,49285.0,kaggle
بيلوبنيسيـان,Peloponnesian,49286.0,kaggle
لومباك,Lompoc,49287.0,kaggle
كريستوفرسون,Kristoffersson,49288.0,kaggle
باهر,Bahir,49289.0,kaggle
ويلكرسون,Wilkerson,49290.0,kaggle
بهيج,Bahij,49291.0,kaggle
ستالنغراد,Stalingrad,49292.0,kaggle
لوفلر,Loffler,49293.0,kaggle
كوايكو,Quico,49294.0,kaggle
هيجي,Heggie,49295.0,kaggle
بروفيز,Prouvez,49296.0,kaggle
دنكلي,Duncklee,49297.0,kaggle
لودر,Loder,49298.0,kaggle
كولوم,Cullum,49299.0,kaggle
تونيبوا,Tweneboa,49301.0,kaggle
كاترينا,Katerina,49302.0,kaggle
بوزيد,Bouzid,49303.0,kaggle
ناحال,Nahal,49304.0,kaggle
ترجرال,Turgral,49305.0,kaggle
اسنار,Aznar,49306.0,kaggle
نجار,Najar,49307.0,kaggle
ماكفي,Mcfee,49308.0,kaggle
ترتر,Terter,49309.0,kaggle
ويسترهام,Ouistreham,49310.0,kaggle
شوامبرغر,Schwamberger,49311.0,kaggle
كركانو,Carcano,49312.0,kaggle
ساكو,Socko,49313.0,kaggle
غوساي,Gossaye,49314.0,kaggle
بيتينو,Betinho,49315.0,kaggle
سيريوجا,Seryoga,49316.0,kaggle
سيلادجيتش,Silajdzić,49317.0,kaggle
كومبوفوري,Kumpuvuori,49318.0,kaggle
توراي,Touray,49319.0,kaggle
زابرون,Zabvron,49320.0,kaggle
يوسلياني,Ioseliani,49321.0,kaggle
ميرامادي,Miremadi,49322.0,kaggle
قنياري,Qanyare,49323.0,kaggle
شاينهورن,Shinehorn,49324.0,kaggle
بريكر,Breker,49325.0,kaggle
مودرنا,Moderna,49326.0,kaggle
كلينغبرغ,Klingberg,49327.0,kaggle
راينبو,Raynbow,49328.0,kaggle
ميغيدو,Meggido,49329.0,kaggle
كانينن,Kanninen,49330.0,kaggle
كمباراغي,Kambarage,49331.0,kaggle
اسفاو,Asfaw,49332.0,kaggle
كنتلي,Kentley,49333.0,kaggle
ترنسيفسكا,Trencevska,49334.0,kaggle
فولبايك,Vollebaek,49335.0,kaggle
فولادي,Fouladi,49336.0,kaggle
بالتزار,Baltasar,49337.0,kaggle
سميجول,Smeagol,49338.0,kaggle
رايماكس,Ryymax,49339.0,kaggle
ليبرازدي,Librazhdi,49340.0,kaggle
لانبير,Lanphear,49341.0,kaggle
ترانسدنيستريان,Transdniestrian,49342.0,kaggle
لاكسي,Laksai,49343.0,kaggle
بولازي,Polizei,49344.0,kaggle
ليندو,Lindau,49345.0,kaggle
سويزرن,Swithern,49346.0,kaggle
سانتاني,Saintanie,49347.0,kaggle
برات,Pratt,49348.0,kaggle
لوريلا,Laurila,49349.0,kaggle
بومبايا,Pompeya,49350.0,kaggle
امارك,Amarak,49351.0,kaggle
هانيكر,Hunnicker,49352.0,kaggle
زونغنانهاي,Zhongnanhai,49353.0,kaggle
باثموس,Pathmos,49354.0,kaggle
كاتولو,Cthulu,49355.0,kaggle
تاكاميتسو,Takemitsu,49356.0,kaggle
بتروليفيروس,Petroliferos,49357.0,kaggle
نوبس,Nobis,49358.0,kaggle
غويدر,Gouider,49359.0,kaggle
روكيشلوسن,Ruckelshaussen,49360.0,kaggle
ماهر,Maher,49361.0,kaggle
سوان,Swann,49362.0,kaggle
يونغسروغيت,Youngsroget,49363.0,kaggle
كزافانت,Casavant,49364.0,kaggle
بيكهو,Picchu,49365.0,kaggle
شيرمان,Shurman,49366.0,kaggle
سابت,Sabet,49367.0,kaggle
بيانغ,Biyang,49368.0,kaggle
سيبيل,Sabel,49369.0,kaggle
اميرمان,Ammerman,49370.0,kaggle
راينر,Reiner,49371.0,kaggle
فابر,Faber,49372.0,kaggle
تراي,Tre,49373.0,kaggle
كاراي,Carrhae,49374.0,kaggle
روديك,Roddick,49375.0,kaggle
سولفالا,Solvalla,49376.0,kaggle
راينل,Reinel,49377.0,kaggle
سيندانت,Cendant,49378.0,kaggle
برناردو,Benardo,49379.0,kaggle
فالياناتوس,Vallianatos,49380.0,kaggle
لايزا,Liza,49381.0,kaggle
دالاهانت,Delahunt,49382.0,kaggle
ريتشاردسون,Richardsson,49383.0,kaggle
سيرفانو,Servando,49384.0,kaggle
بنغلادش,Bangladesh,49385.0,kaggle
بكرادزي,Bakradze,49386.0,kaggle
لاوري,Lowry,49387.0,kaggle
بويانوفاك,Bujanovac,49388.0,kaggle
بيكيلي,Bickle,49389.0,kaggle
بيستالوتزي,Pestalozzi,49390.0,kaggle
شاريت,Sharett,49391.0,kaggle
اناي,Annai,49392.0,kaggle
داتا,Datta,49393.0,kaggle
هوراسيو,Horacio,49394.0,kaggle
انان,Annan,49395.0,kaggle
داتو,Datto,49396.0,kaggle
بوليتكنا,Polytechna,49397.0,kaggle
ميكرونيس,Micronics,49398.0,kaggle
المغامس,Almeghames,49399.0,kaggle
غولسانا,Gulzhana,49400.0,kaggle
كيتهارا,Kitihara,49401.0,kaggle
تاجليري,Taglieri,49402.0,kaggle
بالاغادي,Balagadde,49403.0,kaggle
وارمنسكي,Warminsky,49404.0,kaggle
بويس,Powys,49405.0,kaggle
فيزون,Faison,49406.0,kaggle
فريدريك,Frideric,49407.0,kaggle
سارندون,Sarandon,49408.0,kaggle
ماذرتون,Matherton,49409.0,kaggle
برغال,Berghall,49410.0,kaggle
هايدرمان,Heiderman,49411.0,kaggle
سويتزر,Sweetzer,49412.0,kaggle
ريديك,Reddick,49413.0,kaggle
سوجرد,Sjoerd,49414.0,kaggle
ايشينجارو,Aishingaru,49415.0,kaggle
فوريند,Froind,49416.0,kaggle
كاستيانو,Costellano,49417.0,kaggle
نوفالو,Novello,49418.0,kaggle
دوكا,Ducca,49419.0,kaggle
كابوات,Cabouat,49420.0,kaggle
واينكرافت,Waynecroft,49421.0,kaggle
زيال,Ziyal,49422.0,kaggle
روديغر,Rüdiger,49423.0,kaggle
زياد,Ziyad,49424.0,kaggle
راتزين,Rantzen,49425.0,kaggle
ستوفيغتن,Stovington,49426.0,kaggle
لويلر,Lhuiller,49427.0,kaggle
هندلوفا,Handlova,49428.0,kaggle
بينتي,Penthe,49429.0,kaggle
كيروغا,Quiroga,49430.0,kaggle
مرجين,Marjin,49431.0,kaggle
ازيموف,Asimov,49432.0,kaggle
خوانيليو,Juanillo,49433.0,kaggle
بيسلي,Peisley,49434.0,kaggle
كافنسون,Kevinson,49435.0,kaggle
بابس,Babbs,49436.0,kaggle
بابو,Babbu,49437.0,kaggle
كرون,Krohn,49438.0,kaggle
بابو,Babbo,49439.0,kaggle
اريتا,Arrieta,49440.0,kaggle
انتي,Antti,49441.0,kaggle
فالكا,Felka,49442.0,kaggle
غيتز,Goetz,49443.0,kaggle
فيبيتشي,Vibecce,49444.0,kaggle
مكيلروي,Mceroy,49445.0,kaggle
هينيسي,Hennesy,49446.0,kaggle
بارلوف,Barloff,49447.0,kaggle
كواترانو,Quatrano,49448.0,kaggle
خليف,Khelif,49449.0,kaggle
موشر,Mosher,49450.0,kaggle
فريمن,Freamon,49451.0,kaggle
شعبان,Shaban,49452.0,kaggle
كلاينشمدت,Kleinschmidt,49453.0,kaggle
